  time (s)              T(t) (K)              P(t) (Pa)           Kinetic En. (n.u.)     Potential En. (n.u.) Total En. (n.u.)
  0.0000e+00          359.83333332            0.00000000        8204.79256816  1836005096129921284989727539200.00000000  1836005096129921284989727539200.00000000 
  5.0000e-15          359.83333332            0.00000000        8204.79256816  1836007453163374323417365872640.00000000  1836007453163374323417365872640.00000000 
  1.0000e-14          359.83333333            0.00000000        8204.79256836  1836010124512856729295123382272.00000000  1836010124512856729295123382272.00000000 
  1.5000e-14          359.83333335            0.00000000        8204.79256875  1836013110175637350923976572928.00000000  1836013110175637350923976572928.00000000 
  2.0000e-14          359.83333338            0.00000000        8204.79256933  1836016410148980251530297868288.00000000  1836016410148980251530297868288.00000000 
  2.5000e-14          359.83333341            0.00000000        8204.79257011  1836020024431290030946091270144.00000000  1836020024431290030946091270144.00000000 
  3.0000e-14          359.83333345            0.00000000        8204.79257108  1836023953019546744146228150272.00000000  1836023953019546744146228150272.00000000 
  3.5000e-14          359.83333350            0.00000000        8204.79257225  1836028195911982446801988878336.00000000  1836028195911982446801988878336.00000000 
  4.0000e-14          359.83333356            0.00000000        8204.79257361  1836032753106948821449755852800.00000000  1836032753106948821449755852800.00000000 
  4.5000e-14          359.83333363            0.00000000        8204.79257517  1836037624601887823501182631936.00000000  1836037624601887823501182631936.00000000 
  5.0000e-14          359.83333371            0.00000000        8204.79257692  1836042810395622606078641963008.00000000  1836042810395622606078641963008.00000000 
  5.5000e-14          359.83333379            0.00000000        8204.79257886  1836048310486068565504614727680.00000000  1836048310486068565504614727680.00000000 
  6.0000e-14          359.83333389            0.00000000        8204.79258100  1836054124872162007842111356928.00000000  1836054124872162007842111356928.00000000 
  6.5000e-14          359.83333399            0.00000000        8204.79258333  1836060253552047450044655206400.00000000  1836060253552047450044655206400.00000000 
  7.0000e-14          359.83333410            0.00000000        8204.79258586  1836066696524951117401268682752.00000000  1836066696524951117401268682752.00000000 
  7.5000e-14          359.83333422            0.00000000        8204.79258859  1836073453789441991130354810880.00000000  1836073453789441991130354810880.00000000 
  8.0000e-14          359.83333435            0.00000000        8204.79259151  1836080525344435548146647433216.00000000  1836080525344435548146647433216.00000000 
  8.5000e-14          359.83333449            0.00000000        8204.79259463  1836087911189337313299333644288.00000000  1836087911189337313299333644288.00000000 
  9.0000e-14          359.83333463            0.00000000        8204.79259794  1836095611323109488349281255424.00000000  1836095611323109488349281255424.00000000 
  9.5000e-14          359.83333478            0.00000000        8204.79260145  1836103625745467220620059082752.00000000  1836103625745467220620059082752.00000000 
  1.0000e-13          359.83333495            0.00000000        8204.79260515  1836111954455369615647791120384.00000000  1836111954455369615647791120384.00000000 
  1.0500e-13          359.83333512            0.00000000        8204.79260905  1836120597452641314521986629632.00000000  1836120597452641314521986629632.00000000 
  1.1000e-13          359.83333530            0.00000000        8204.79261315  1836129554736999153416074690560.00000000  1836129554736999153416074690560.00000000 
  1.1500e-13          359.83333549            0.00000000        8204.79261744  1836138826308427651206336217088.00000000  1836138826308427651206336217088.00000000 
  1.2000e-13          359.83333568            0.00000000        8204.79262193  1836148412166897815970170011648.00000000  1836148412166897815970170011648.00000000 
  1.2500e-13          359.83333589            0.00000000        8204.79262662  1836158312312406551482832257024.00000000  1836158312312406551482832257024.00000000 
  1.3000e-13          359.83333610            0.00000000        8204.79263151  1836168526745101913582072758272.00000000  1836168526745101913582072758272.00000000 
  1.3500e-13          359.83333633            0.00000000        8204.79263659  1836179055465261999544881643520.00000000  1836179055465261999544881643520.00000000 
  1.4000e-13          359.83333656            0.00000000        8204.79264187  1836189898473540957217134477312.00000000  1836189898473540957217134477312.00000000 
  1.4500e-13          359.83333680            0.00000000        8204.79264735  1836201055770230394674703499264.00000000  1836201055770230394674703499264.00000000 
  1.5000e-13          359.83333705            0.00000000        8204.79265303  1836212527356283104713754279936.00000000  1836212527356283104713754279936.00000000 
  1.5500e-13          359.83333730            0.00000000        8204.79265891  1836224313232395174951692271616.00000000  1836224313232395174951692271616.00000000 
  1.6000e-13          359.83333757            0.00000000        8204.79266498  1836236413399836339008459243520.00000000  1836236413399836339008459243520.00000000 
  1.6500e-13          359.83333785            0.00000000        8204.79267126  1836248827858945211281038114816.00000000  1836248827858945211281038114816.00000000 
  1.7000e-13          359.83333813            0.00000000        8204.79267773  1836261556611647925035059904512.00000000  1836261556611647925035059904512.00000000 
  1.7500e-13          359.83333842            0.00000000        8204.79268441  1836274599658810578773863301120.00000000  1836274599658810578773863301120.00000000 
  1.8000e-13          359.83333872            0.00000000        8204.79269129  1836287957002304136667644035072.00000000  1836287957002304136667644035072.00000000 
  1.8500e-13          359.83333904            0.00000000        8204.79269837  1836301628643041703540851474432.00000000  1836301628643041703540851474432.00000000 
  1.9000e-13          359.83333935            0.00000000        8204.79270564  1836315614583186977539460431872.00000000  1836315614583186977539460431872.00000000 
  1.9500e-13          359.83333968            0.00000000        8204.79271313  1836329914824139733722652999680.00000000  1836329914824139733722652999680.00000000 
  2.0000e-13          359.83334002            0.00000000        8204.79272081  1836344529368479127302028918784.00000000  1836344529368479127302028918784.00000000 
  2.0500e-13          359.83334037            0.00000000        8204.79272869  1836359458217761433423821406208.00000000  1836359458217761433423821406208.00000000 
  2.1000e-13          359.83334072            0.00000000        8204.79273678  1836374701374092647863779590144.00000000  1836374701374092647863779590144.00000000 
  2.1500e-13          359.83334108            0.00000000        8204.79274507  1836390258839882477897523396608.00000000  1836390258839882477897523396608.00000000 
  2.2000e-13          359.83334146            0.00000000        8204.79275357  1836406130617706701036932038656.00000000  1836406130617706701036932038656.00000000 
  2.2500e-13          359.83334184            0.00000000        8204.79276227  1836422316709698053180542156800.00000000  1836422316709698053180542156800.00000000 
  2.3000e-13          359.83334223            0.00000000        8204.79277117  1836438817118883234752923435008.00000000  1836438817118883234752923435008.00000000 
  2.3500e-13          359.83334263            0.00000000        8204.79278028  1836455631847896570061110902784.00000000  1836455631847896570061110902784.00000000 
  2.4000e-13          359.83334304            0.00000000        8204.79278959  1836472760899415730558553030656.00000000  1836472760899415730558553030656.00000000 
  2.4500e-13          359.83334345            0.00000000        8204.79279912  1836490204277140986289088102400.00000000  1836490204277140986289088102400.00000000 
  2.5000e-13          359.83334388            0.00000000        8204.79280884  1836507961983549317047769890816.00000000  1836507961983549317047769890816.00000000 
  2.5500e-13          359.83334432            0.00000000        8204.79281878  1836526034021850944943983427584.00000000  1836526034021850944943983427584.00000000 
  2.6000e-13          359.83334476            0.00000000        8204.79282892  1836544420396149775138170077184.00000000  1836544420396149775138170077184.00000000 
  2.6500e-13          359.83334521            0.00000000        8204.79283927  1836563121109089420611596320768.00000000  1836563121109089420611596320768.00000000 
  2.7000e-13          359.83334568            0.00000000        8204.79284982  1836582136164958152634449002496.00000000  1836582136164958152634449002496.00000000 
  2.7500e-13          359.83334615            0.00000000        8204.79286059  1836601465567046413684475691008.00000000  1836601465567046413684475691008.00000000 
  2.8000e-13          359.83334663            0.00000000        8204.79287157  1836621109319363533329942970368.00000000  1836621109319363533329942970368.00000000 
  2.8500e-13          359.83334712            0.00000000        8204.79288276  1836641067426311217256652079104.00000000  1836641067426311217256652079104.00000000 
  2.9000e-13          359.83334762            0.00000000        8204.79289415  1836661339891474893717943353344.00000000  1836661339891474893717943353344.00000000 
  2.9500e-13          359.83334813            0.00000000        8204.79290576  1836681926719490455580241297408.00000000  1836681926719490455580241297408.00000000 
  3.0000e-13          359.83334865            0.00000000        8204.79291758  1836702827914040721438828134400.00000000  1836702827914040721438828134400.00000000 
  3.0500e-13          359.83334918            0.00000000        8204.79292962  1836724043480499330074086998016.00000000  1836724043480499330074086998016.00000000 
